name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id
,1376,4208223565,,,0,,,0,-92.63452099999999,41.3008182,,
,1377,4208223567,,,0,,,0,-92.6433829,41.29999960000001,,
,1378,4208223571,,,0,,,0,-92.6421394,41.3016643,,
,1379,4208223573,,,0,,,0,-92.6339564,41.2962784,,
,1380,4208223577,,,0,,,0,-92.629429,41.303449799999996,,
,1381,4208223586,,,0,,,0,-92.62943659999999,41.3038404,,
,1382,4208223889,,,0,,,0,-92.62862659999999,41.3066109,,
,1383,4208223895,,,0,,,0,-92.6300039,41.3069471,,
,1384,4208223902,,,0,,,0,-92.6306226,41.306071100000004,,
,1385,4208223904,,,0,,,0,-92.635102,41.297157899999995,,
,1386,4208223905,,,0,,,0,-92.64512420000001,41.2966731,,
,1387,4208223907,,,0,,,0,-92.6403636,41.296695299999996,,
,1388,4208223909,,,0,,,0,-92.6333173,41.2967357,,
,1389,4208223916,,,0,,,0,-92.6302176,41.3069456,,
,1390,4208223922,,,0,,,0,-92.6339358,41.3008157,,
,1391,4208223933,,,0,,,0,-92.6328244,41.3064667,,
,1392,4208223935,,,0,,,0,-92.6432821,41.3004976,,
,1393,4208223939,,,0,,,0,-92.633932,41.300316200000005,,
,1394,4208223949,,,0,,,0,-92.64328090000001,41.2966852,,
,1395,4208223950,,,0,,,0,-92.633342,41.3017833,,
,1396,4208223955,,,0,,,0,-92.6325023,41.3065875,,
,1397,4208223966,,,0,,,0,-92.64516479999999,41.3023373,,
,1398,4208223968,,,0,,,0,-92.64127629999999,41.2992876,,
,1399,4208223970,,,0,,,0,-92.63977159999999,41.2962559,,
,1400,4208223978,,,0,,,0,-92.6350858,41.2962698,,
,1401,4208223982,,,0,,,0,-92.6445094,41.2966731,,
,1402,4208223984,,,0,,,0,-92.640941,41.2966909,,
,1403,4208223986,,,0,,,0,-92.6301907,41.305680200000005,,
,1404,4208223989,,,0,,,0,-92.6426882,41.296683200000004,,
,1405,4208223992,,,0,,,0,-92.6333391,41.3008121,,
,1406,4208223994,,,0,,,0,-92.6339588,41.2967374,,
,1407,4208223999,,,0,,,0,-92.6438995,41.2966792,,
,1408,4208224000,,,0,,,0,-92.6409518,41.3003446,,
,1409,4208224001,,,0,,,0,-92.6398092,41.3003451,,
,1410,4208224006,,,0,,,0,-92.63977159999999,41.2985028,,
,1411,4208224011,,,0,,,0,-92.6439229,41.3023355,,
,1412,4208224014,,,0,,,0,-92.64328259999999,41.2971213,,
,1413,4208224017,,,0,,,0,-92.6444949,41.3007615,,
,1414,4208224018,,,0,,,0,-92.6293811,41.3069778,,
,1415,4208224020,,,0,,,0,-92.64094909999999,41.299288700000005,,
,1416,4208224026,,,0,,,0,-92.63452590000001,41.3018116,,
,1417,4208224031,,,0,,,0,-92.6380267,41.2989966,,
,1418,4208224035,,,0,,,0,-92.6451212,41.299558700000006,,
,1419,4208224039,,,0,,,0,-92.64332859999999,41.3016841,,
,1420,4208224040,,,0,,,0,-92.63860749999999,41.297149,,
,1421,4208224043,,,0,,,0,-92.6397796,41.297144,,
,1422,4208224052,,,0,,,0,-92.6391896,41.2989925,,
,1423,4208224053,,,0,,,0,-92.6420992,41.296687,,
,1424,4208224059,,,0,,,0,-92.6339619,41.2971514,,
,1425,4208224060,,,0,,,0,-92.64211590000001,41.2971314,,
,1426,4208224061,,,0,,,0,-92.62945340000002,41.3042309,,
,1427,4208224062,,,0,,,0,-92.64093570000001,41.2971369,,
,1428,4208224065,,,0,,,0,-92.63389709999998,41.3017872,,
,1429,4208224067,,,0,,,0,-92.64095440000001,41.3016631,,
,1430,4208224069,,,0,,,0,-92.64036850000001,41.2992867,,
,1431,4208224071,,,0,,,0,-92.6397791,41.296683,,
,1432,4208224073,,,0,,,0,-92.6350187,41.3045741,,
,1433,4208224074,,,0,,,0,-92.63052900000001,41.304118100000004,,
,1434,4208224079,,,0,,,0,-92.6415317,41.2992867,,
,1435,4208224084,,,0,,,0,-92.6409464,41.2984984,,
,1436,4208224085,,,0,,,0,-92.6415323,41.29869229999999,,
,1437,4208224090,,,0,,,0,-92.6415256,41.2966864,,
,1438,4208224094,,,0,,,0,-92.641338,41.299287400000004,,
,1439,4208224097,,,0,,,0,-92.6410724,41.2992883,,
,1440,4208224101,,,0,,,0,-92.6434462,41.2984968,,
,1441,4208224104,,,0,,,0,-92.632838,41.303400700000005,,
,1442,4208246939,,,0,,,0,-92.63567330000001,41.30424620000001,,
,1443,4208246940,,,0,,,0,-92.6355981,41.3052773,,
,1444,4208246942,,,0,,,0,-92.6366007,41.3048441,,
,1445,4208246949,,,0,,,0,-92.6365929,41.3062968,,
,1446,4208246956,,,0,,,0,-92.6355203,41.3048985,,
,1447,4208246959,,,0,,,0,-92.63524670000001,41.3048783,,
,1448,4208246964,,,0,,,0,-92.6353584,41.3060949,,
,1449,4208247290,,,0,,,0,-92.6351689,41.3053317,,
,1450,4208247292,,,0,,,0,-92.635244,41.3044451,,
,1451,4208247294,,,0,,,0,-92.6353728,41.305515,,
,1452,4208247299,,,0,,,0,-92.63612380000001,41.3063028,,
,1453,4208247301,,,0,,,0,-92.6352735,41.305492799999996,,
,1454,4208247308,,,0,,,0,-92.6356681,41.3061011,,
,1455,4208247318,,,0,,,0,-92.63548809999999,41.305492799999996,,
,1456,4208247323,,,0,,,0,-92.63562359999999,41.30550220000001,,
,1457,4208247326,,,0,,,0,-92.63527890000002,41.306603,,
,1458,4208247331,,,0,,,0,-92.6365974,41.3057286,,
,1459,4208247340,,,0,,,0,-92.63560340000001,41.3052027,,
,1460,4208247347,,,0,,,0,-92.6352038,41.3034804,,
,1461,4208247348,,,0,,,0,-92.6349652,41.3055472,,
,1462,4208247351,,,0,,,0,-92.63510190000001,41.3054828,,
,1463,4208247354,,,0,,,0,-92.63427109999999,41.3055352,,
