link_id,name,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry
1,South 13th Street,0,1,,119.19380995702268,1,29,,residential,6,"LINESTRING (-92.6291543 41.2883596, -92.6291171 41.2884231, -92.6290833 41.2885578, -92.6290992 41.2894232)"
2,South 13th Street,1,0,,119.19380995702268,1,29,,residential,6,"LINESTRING (-92.6290992 41.2894232, -92.6290833 41.2885578, -92.6291171 41.2884231, -92.6291543 41.2883596)"
3,Crosson Avenue,2,1374,,67.839400530473,1,29,,residential,6,"LINESTRING (-92.6173867 41.2854394, -92.6181986 41.2854423)"
4,Crosson Avenue,1374,2,,67.839400530473,1,29,,residential,6,"LINESTRING (-92.6181986 41.2854423, -92.6173867 41.2854394)"
5,Crosson Avenue,1374,3,,66.67799088608149,1,29,,residential,6,"LINESTRING (-92.6181986 41.2854423, -92.61822789999999 41.2854424, -92.6189966 41.2854452)"
6,Crosson Avenue,3,1374,,66.67799088608149,1,29,,residential,6,"LINESTRING (-92.6189966 41.2854452, -92.61822789999999 41.2854424, -92.6181986 41.2854423)"
7,Crosson Avenue,3,1367,,55.46471580193759,1,29,,residential,6,"LINESTRING (-92.6189966 41.2854452, -92.6196604 41.2854476)"
8,Crosson Avenue,1367,3,,55.46471580193759,1,29,,residential,6,"LINESTRING (-92.6196604 41.2854476, -92.6189966 41.2854452)"
9,Crosson Avenue,1367,4,,55.230761372955506,1,29,,residential,6,"LINESTRING (-92.6196604 41.2854476, -92.62032139999999 41.28545)"
10,Crosson Avenue,4,1367,,55.230761372955506,1,29,,residential,6,"LINESTRING (-92.62032139999999 41.28545, -92.6196604 41.2854476)"
11,Crosson Avenue,4,1345,,55.481422607859,1,29,,residential,6,"LINESTRING (-92.62032139999999 41.28545, -92.6209854 41.2854524)"
12,Crosson Avenue,1345,4,,55.481422607859,1,29,,residential,6,"LINESTRING (-92.6209854 41.2854524, -92.62032139999999 41.28545)"
13,Crosson Avenue,1345,5,,55.25582363621611,1,29,,residential,6,"LINESTRING (-92.6209854 41.2854524, -92.6216467 41.2854548)"
14,Crosson Avenue,5,1345,,55.25582363621611,1,29,,residential,6,"LINESTRING (-92.6216467 41.2854548, -92.6209854 41.2854524)"
15,North L Street,6,1006,,51.5389460022423,1,29,,tertiary,5,"LINESTRING (-92.65922310000001 41.2952939, -92.65922190000001 41.2957574)"
16,North L Street,1006,6,,51.5389460022423,1,29,,tertiary,5,"LINESTRING (-92.65922190000001 41.2957574, -92.65922310000001 41.2952939)"
17,North L Street,1006,7,,49.63865537139772,1,29,,tertiary,5,"LINESTRING (-92.65922190000001 41.2957574, -92.6592177 41.2962038)"
18,North L Street,7,1006,,49.63865537139772,1,29,,tertiary,5,"LINESTRING (-92.6592177 41.2962038, -92.65922190000001 41.2957574)"
19,North L Street,7,1581,,47.92858110255038,1,29,,tertiary,5,"LINESTRING (-92.6592177 41.2962038, -92.6592107 41.2966348)"
20,North L Street,1581,7,,47.92858110255038,1,29,,tertiary,5,"LINESTRING (-92.6592107 41.2966348, -92.6592177 41.2962038)"
21,North L Street,1581,8,,50.886655897866476,1,29,,tertiary,5,"LINESTRING (-92.6592107 41.2966348, -92.65920319999999 41.2970924)"
22,North L Street,8,1581,,50.886655897866476,1,29,,tertiary,5,"LINESTRING (-92.65920319999999 41.2970924, -92.6592107 41.2966348)"
23,North L Street,8,1560,,53.318229112636395,1,29,,tertiary,5,"LINESTRING (-92.65920319999999 41.2970924, -92.6592012 41.2975719)"
24,North L Street,1560,8,,53.318229112636395,1,29,,tertiary,5,"LINESTRING (-92.6592012 41.2975719, -92.65920319999999 41.2970924)"
25,North L Street,1560,1592,,45.71248166766474,1,29,,tertiary,5,"LINESTRING (-92.6592012 41.2975719, -92.65919940000001 41.297983)"
26,North L Street,1592,1560,,45.71248166766474,1,29,,tertiary,5,"LINESTRING (-92.65919940000001 41.297983, -92.6592012 41.2975719)"
27,North L Street,1592,9,,52.90680991153936,1,29,,tertiary,5,"LINESTRING (-92.65919940000001 41.297983, -92.6591974 41.2984588)"
28,North L Street,9,1592,,52.90680991153936,1,29,,tertiary,5,"LINESTRING (-92.6591974 41.2984588, -92.65919940000001 41.297983)"
29,North L Street,9,10,,99.02938581521164,1,29,,tertiary,5,"LINESTRING (-92.6591974 41.2984588, -92.6592145 41.2993493)"
30,North L Street,10,9,,99.02938581521164,1,29,,tertiary,5,"LINESTRING (-92.6592145 41.2993493, -92.6591974 41.2984588)"
31,Mable Street,11,12,,136.08164167947862,1,29,,residential,6,"LINESTRING (-92.66140969999999 41.3009698, -92.66138770000001 41.3021935)"
32,Mable Street,12,11,,136.08164167947862,1,29,,residential,6,"LINESTRING (-92.66138770000001 41.3021935, -92.66140969999999 41.3009698)"
33,Mable Street,12,13,,139.00535607996838,1,29,,residential,6,"LINESTRING (-92.66138770000001 41.3021935, -92.66138290000001 41.3034436)"
34,Mable Street,13,12,,139.00535607996838,1,29,,residential,6,"LINESTRING (-92.66138290000001 41.3034436, -92.66138770000001 41.3021935)"
35,Mable Street,13,14,,139.061180981642,1,29,,residential,6,"LINESTRING (-92.66138290000001 41.3034436, -92.6614198 41.3046939)"
36,Mable Street,14,13,,139.061180981642,1,29,,residential,6,"LINESTRING (-92.6614198 41.3046939, -92.66138290000001 41.3034436)"
37,Mable Street,14,15,,66.75501971852913,1,29,,residential,6,"LINESTRING (-92.6614198 41.3046939, -92.66143390000001 41.3051815, -92.66143719999999 41.3052941)"
38,Mable Street,15,14,,66.75501971852913,1,29,,residential,6,"LINESTRING (-92.66143719999999 41.3052941, -92.66143390000001 41.3051815, -92.6614198 41.3046939)"
39,Interpower Avenue,16,17,,203.33231442403758,1,29,,unclassified,11,"LINESTRING (-92.6458623 41.3190019, -92.64812449999999 41.3187021, -92.64819679999999 41.3186802, -92.648233 41.3186446)"
40,Interpower Avenue,17,16,,203.33231442403758,1,29,,unclassified,11,"LINESTRING (-92.648233 41.3186446, -92.64819679999999 41.3186802, -92.64812449999999 41.3187021, -92.6458623 41.3190019)"
41,South Park Avenue,18,19,,33.50370408880633,1,29,,residential,6,"LINESTRING (-92.6270092 41.2995039, -92.627167 41.299534, -92.62735790000001 41.2996411)"
42,South Park Avenue,19,18,,33.50370408880633,1,29,,residential,6,"LINESTRING (-92.62735790000001 41.2996411, -92.627167 41.299534, -92.6270092 41.2995039)"
43,South Park Avenue,20,18,,60.02950756812921,1,29,,residential,6,"LINESTRING (-92.6273576 41.2990405, -92.6272903 41.2992127, -92.62715799999999 41.2993685, -92.6270092 41.2995039)"
44,South Park Avenue,18,20,,60.02950756812921,1,29,,residential,6,"LINESTRING (-92.6270092 41.2995039, -92.62715799999999 41.2993685, -92.6272903 41.2992127, -92.6273576 41.2990405)"
45,South Park Avenue,18,21,,152.03514639309162,1,29,,residential,6,"LINESTRING (-92.6270092 41.2995039, -92.62667740000001 41.2995894, -92.6263805 41.2996126, -92.62594970000001 41.299616, -92.62560499999999 41.2996889, -92.62524879999999 41.2997921)"
46,South Park Avenue,21,18,,152.0351463930916,1,29,,residential,6,"LINESTRING (-92.62524879999999 41.2997921, -92.62560499999999 41.2996889, -92.62594970000001 41.299616, -92.6263805 41.2996126, -92.62667740000001 41.2995894, -92.6270092 41.2995039)"
47,South Park Avenue,21,22,,90.88326804887251,1,29,,residential,6,"LINESTRING (-92.62524879999999 41.2997921, -92.624928 41.299838, -92.6241667 41.299846)"
48,South Park Avenue,22,21,,90.88326804887251,1,29,,residential,6,"LINESTRING (-92.6241667 41.299846, -92.624928 41.299838, -92.62524879999999 41.2997921)"
49,South Park Avenue,22,23,,207.221946676339,1,29,,residential,6,"LINESTRING (-92.6241667 41.299846, -92.6224868 41.2998965, -92.6221121 41.2998862, -92.6217717 41.2998948, -92.6216963 41.2999223)"
50,South Park Avenue,23,22,,207.221946676339,1,29,,residential,6,"LINESTRING (-92.6216963 41.2999223, -92.6217717 41.2998948, -92.6221121 41.2998862, -92.6224868 41.2998965, -92.6241667 41.299846)"
51,Frontage Road,25,26,,48.93379053263329,1,29,,residential,6,"LINESTRING (-92.62238429999999 41.2959716, -92.62179860000001 41.2959665)"
52,Frontage Road,26,25,,48.93379053263329,1,29,,residential,6,"LINESTRING (-92.62179860000001 41.2959665, -92.62238429999999 41.2959716)"
53,Frontage Road,26,27,,274.536084005916,1,29,,residential,6,"LINESTRING (-92.62179860000001 41.2959665, -92.61851249999999 41.2959466)"
54,Frontage Road,27,26,,274.536084005916,1,29,,residential,6,"LINESTRING (-92.61851249999999 41.2959466, -92.62179860000001 41.2959665)"
55,Frontage Road,27,28,,44.95591140816345,1,29,,residential,6,"LINESTRING (-92.61851249999999 41.2959466, -92.61797439999999 41.2959428)"
56,Frontage Road,28,27,,44.95591140816345,1,29,,residential,6,"LINESTRING (-92.61797439999999 41.2959428, -92.61851249999999 41.2959466)"
57,,31,32,,31.551967783022874,1,29,,residential,6,"LINESTRING (-92.717839 41.277735, -92.7180874 41.2779487)"
58,,32,31,,31.551967783022874,1,29,,residential,6,"LINESTRING (-92.7180874 41.2779487, -92.717839 41.277735)"
59,,33,1981,,67.08787056161871,1,29,,service,7,"LINESTRING (-92.6627281 41.2944519, -92.6627428 41.2947495, -92.66275469999999 41.2950549)"
60,,1981,33,,67.08787056161871,1,29,,service,7,"LINESTRING (-92.66275469999999 41.2950549, -92.6627428 41.2947495, -92.6627281 41.2944519)"
61,,35,2032,,314.33427629464074,1,29,,service,7,"LINESTRING (-92.7011528 41.2676625, -92.7012726 41.2676928, -92.7013877 41.2677101, -92.7016649 41.2677168, -92.702915 41.2677014, -92.70448879999999 41.2677411, -92.7049031 41.2677577)"
62,,2032,35,,314.33427629464074,1,29,,service,7,"LINESTRING (-92.7049031 41.2677577, -92.70448879999999 41.2677411, -92.702915 41.2677014, -92.7016649 41.2677168, -92.7013877 41.2677101, -92.7012726 41.2676928, -92.7011528 41.2676625)"
63,,40,41,,110.51989737113438,1,29,,residential,6,"LINESTRING (-92.60395800000001 41.311166, -92.60311 41.310403)"
64,,41,40,,110.51989737113438,1,29,,residential,6,"LINESTRING (-92.60311 41.310403, -92.60395800000001 41.311166)"
65,,42,31,,27.237050717612178,1,29,,residential,6,"LINESTRING (-92.71767970000001 41.2779487, -92.717839 41.277735)"
66,,31,42,,27.237050717612178,1,29,,residential,6,"LINESTRING (-92.717839 41.277735, -92.71767970000001 41.2779487)"
67,,43,44,,56.19597461019512,1,29,,residential,6,"LINESTRING (-92.65136990000001 41.3278593, -92.65109099999999 41.327827, -92.65070110000001 41.3278071)"
68,,44,43,,56.19597461019512,1,29,,residential,6,"LINESTRING (-92.65070110000001 41.3278071, -92.65109099999999 41.327827, -92.65136990000001 41.3278593)"
69,,45,46,,72.92851643521612,1,29,,service,7,"LINESTRING (-92.6521438 41.2843971, -92.65127099999999 41.2843956)"
70,,46,45,,72.92851643521612,1,29,,service,7,"LINESTRING (-92.65127099999999 41.2843956, -92.6521438 41.2843971)"
71,,47,48,,745.5545028527464,1,29,,residential,6,"LINESTRING (-92.53908010000001 41.2798351, -92.54016369999999 41.2800437, -92.5403549 41.2801568, -92.54044930000001 41.2803044, -92.5405346 41.2805458, -92.5405987 41.2810655, -92.540547 41.2812543, -92.540336 41.281406, -92.539699 41.281704, -92.5393682 41.2819727, -92.5393067 41.2820809, -92.5392756 41.2823101, -92.5393062 41.2828017, -92.53928310000001 41.2830343, -92.53917389999999 41.2833379, -92.5391012 41.2837103, -92.539092 41.28406, -92.53910260000001 41.2843817, -92.53913850000001 41.2845617, -92.539304 41.284907, -92.5395108 41.2852961)"
72,,48,47,,745.5545028527464,1,29,,residential,6,"LINESTRING (-92.5395108 41.2852961, -92.539304 41.284907, -92.53913850000001 41.2845617, -92.53910260000001 41.2843817, -92.539092 41.28406, -92.5391012 41.2837103, -92.53917389999999 41.2833379, -92.53928310000001 41.2830343, -92.5393062 41.2828017, -92.5392756 41.2823101, -92.5393067 41.2820809, -92.5393682 41.2819727, -92.539699 41.281704, -92.540336 41.281406, -92.540547 41.2812543, -92.5405987 41.2810655, -92.5405346 41.2805458, -92.54044930000001 41.2803044, -92.5403549 41.2801568, -92.54016369999999 41.2800437, -92.53908010000001 41.2798351)"
73,,49,50,,147.74389374253718,1,29,,service,7,"LINESTRING (-92.679659 41.341367, -92.68021299999999 41.341379, -92.680825 41.341397, -92.681061 41.341427, -92.681364 41.341578)"
74,,50,49,,147.74389374253718,1,29,,service,7,"LINESTRING (-92.681364 41.341578, -92.681061 41.341427, -92.680825 41.341397, -92.68021299999999 41.341379, -92.679659 41.341367)"
75,Park Street,53,54,,150.64655908896944,1,29,,service,7,"LINESTRING (-92.6175777 41.2878389, -92.61744539999999 41.2880723, -92.6174006 41.2881918, -92.6173376 41.2882877, -92.6172349 41.288411, -92.6171504 41.288604, -92.6171305 41.2886912, -92.61714379999999 41.2887833, -92.6172084 41.2890348, -92.6173008 41.2890823)"
76,Park Street,54,53,,150.64655908896947,1,29,,service,7,"LINESTRING (-92.6173008 41.2890823, -92.6172084 41.2890348, -92.61714379999999 41.2887833, -92.6171305 41.2886912, -92.6171504 41.288604, -92.6172349 41.288411, -92.6173376 41.2882877, -92.6174006 41.2881918, -92.61744539999999 41.2880723, -92.6175777 41.2878389)"
77,,56,57,,237.1322287147864,1,29,,service,7,"LINESTRING (-92.61454689999999 41.2870681, -92.6156132 41.2870708, -92.6173849 41.2870575)"
78,,57,56,,237.1322287147864,1,29,,service,7,"LINESTRING (-92.6173849 41.2870575, -92.6156132 41.2870708, -92.61454689999999 41.2870681)"
79,,60,1361,,59.35295183367101,1,29,,service,7,"LINESTRING (-92.6184475 41.2915768, -92.6183212 41.2916948, -92.6182214 41.2918144, -92.6181715 41.2918984, -92.61815180000001 41.2919593, -92.6181601 41.2919991, -92.6181883 41.2920402)"
80,,1361,61,,12.17875313908572,1,29,,service,7,"LINESTRING (-92.6181883 41.2920402, -92.6182266 41.2920534, -92.61827529999999 41.2920563, -92.6183279 41.2920448)"
81,Frontage Road,62,63,,350.72990240248794,1,29,,unclassified,11,"LINESTRING (-92.6458976 41.324025, -92.6457503 41.324039, -92.6456651 41.3240825, -92.64559850000001 41.3241604, -92.6455723 41.3243351, -92.6455777 41.3247824, -92.64556899999999 41.3255961, -92.6455362 41.3257651, -92.6455406 41.3260276, -92.6455596 41.3263853, -92.6456022 41.3266404, -92.64565570000001 41.3267372, -92.6457453 41.3267749, -92.6458524 41.3267831, -92.6460184 41.326779)"
82,Frontage Road,63,62,,350.729902402488,1,29,,unclassified,11,"LINESTRING (-92.6460184 41.326779, -92.6458524 41.3267831, -92.6457453 41.3267749, -92.64565570000001 41.3267372, -92.6456022 41.3266404, -92.6455596 41.3263853, -92.6455406 41.3260276, -92.6455362 41.3257651, -92.64556899999999 41.3255961, -92.6455777 41.3247824, -92.6455723 41.3243351, -92.64559850000001 41.3241604, -92.6456651 41.3240825, -92.6457503 41.324039, -92.6458976 41.324025)"
83,,64,65,,42.631547501723105,1,29,,residential,6,"LINESTRING (-92.60310800000001 41.310663, -92.60326000000001 41.311029)"
84,,65,64,,42.631547501723105,1,29,,residential,6,"LINESTRING (-92.60326000000001 41.311029, -92.60310800000001 41.310663)"
85,,900,1857,,14.422726522499142,1,15,,service,7,"LINESTRING (-92.6599973 41.2815826, -92.6598784 41.2815821, -92.6598247 41.2815819)"
86,,1857,900,,14.422726522499142,1,15,,service,7,"LINESTRING (-92.6598247 41.2815819, -92.6598784 41.2815821, -92.6599973 41.2815826)"
87,,1857,1778,,55.61010698365625,1,15,,service,7,"LINESTRING (-92.6598247 41.2815819, -92.6596933 41.2815814, -92.6591592 41.2815794)"
88,,1778,1857,,55.61010698365625,1,15,,service,7,"LINESTRING (-92.6591592 41.2815794, -92.6596933 41.2815814, -92.6598247 41.2815819)"
89,,1778,1860,,9.158322439388842,1,15,,service,7,"LINESTRING (-92.6591592 41.2815794, -92.6590496 41.281579)"
90,,1860,1778,,9.158322439388842,1,15,,service,7,"LINESTRING (-92.6590496 41.281579, -92.6591592 41.2815794)"
91,,1860,1865,,14.790387008939831,1,15,,service,7,"LINESTRING (-92.6590496 41.281579, -92.6588726 41.2815783)"
92,,1865,1860,,14.790387008939831,1,15,,service,7,"LINESTRING (-92.6588726 41.2815783, -92.6590496 41.281579)"
93,,1865,1879,,16.812578225725876,1,15,,service,7,"LINESTRING (-92.6588726 41.2815783, -92.6586714 41.2815775)"
94,,1879,1865,,16.812578225725876,1,15,,service,7,"LINESTRING (-92.6586714 41.2815775, -92.6588726 41.2815783)"
95,,1879,1872,,10.311497467961836,1,15,,service,7,"LINESTRING (-92.6586714 41.2815775, -92.658548 41.281577)"
96,,1872,1879,,10.311497467961836,1,15,,service,7,"LINESTRING (-92.658548 41.281577, -92.6586714 41.2815775)"
97,,1872,67,,6.350674491897948,1,15,,service,7,"LINESTRING (-92.658548 41.281577, -92.658472 41.2815767)"
98,,67,1872,,6.350674491897948,1,15,,service,7,"LINESTRING (-92.658472 41.2815767, -92.658548 41.281577)"
99,,67,1882,,14.857633779084782,1,15,,service,7,"LINESTRING (-92.658472 41.2815767, -92.65831609999999 41.2815867, -92.658295 41.2815891)"
100,,1882,67,,14.857633779084782,1,15,,service,7,"LINESTRING (-92.658295 41.2815891, -92.65831609999999 41.2815867, -92.658472 41.2815767)"
101,,1882,1836,,16.040914345485284,1,15,,service,7,"LINESTRING (-92.658295 41.2815891, -92.65818179999999 41.2816025, -92.65810810000001 41.2816202)"
102,,1836,1882,,16.040914345485284,1,15,,service,7,"LINESTRING (-92.65810810000001 41.2816202, -92.65818179999999 41.2816025, -92.658295 41.2815891)"
103,,1836,1838,,16.368178155099894,1,15,,service,7,"LINESTRING (-92.65810810000001 41.2816202, -92.658057 41.281632, -92.6580118 41.2816499, -92.657931 41.2816819)"
104,,1838,1836,,16.368178155099898,1,15,,service,7,"LINESTRING (-92.657931 41.2816819, -92.6580118 41.2816499, -92.658057 41.281632, -92.65810810000001 41.2816202)"
105,,1838,1850,,23.74986180748343,1,15,,service,7,"LINESTRING (-92.657931 41.2816819, -92.6576795 41.2817814)"
106,,1850,1838,,23.74986180748343,1,15,,service,7,"LINESTRING (-92.6576795 41.2817814, -92.657931 41.2816819)"
107,,1850,1880,,31.9320260724157,1,15,,service,7,"LINESTRING (-92.6576795 41.2817814, -92.6576463 41.2817946, -92.6575447 41.2818458, -92.65748550000001 41.2818881, -92.6574341 41.2819227, -92.6573878 41.2819476, -92.65737439999999 41.281952)"
108,,1880,1850,,31.932026072415706,1,15,,service,7,"LINESTRING (-92.65737439999999 41.281952, -92.6573878 41.2819476, -92.6574341 41.2819227, -92.65748550000001 41.2818881, -92.6575447 41.2818458, -92.6576463 41.2817946, -92.6576795 41.2817814)"
109,,1880,68,,151.06363333934837,1,15,,service,7,"LINESTRING (-92.65737439999999 41.281952, -92.657335 41.2819648, -92.6572536 41.2819821, -92.6569368 41.2820196, -92.6567775 41.2820407, -92.65666830000001 41.2820657, -92.65654960000001 41.2821064, -92.65644930000001 41.2821573, -92.656352 41.2822219, -92.6562971 41.282266, -92.6562448 41.2823189, -92.65621659999999 41.2823533, -92.6560848 41.2825648, -92.65606 41.2826128, -92.6560219 41.2826833)"
110,,68,1880,,151.0636333393484,1,15,,service,7,"LINESTRING (-92.6560219 41.2826833, -92.65606 41.2826128, -92.6560848 41.2825648, -92.65621659999999 41.2823533, -92.6562448 41.2823189, -92.6562971 41.282266, -92.656352 41.2822219, -92.65644930000001 41.2821573, -92.65654960000001 41.2821064, -92.65666830000001 41.2820657, -92.6567775 41.2820407, -92.6569368 41.2820196, -92.6572536 41.2819821, -92.657335 41.2819648, -92.65737439999999 41.281952)"
111,Lynn Danna Lane,69,70,,322.0895981336863,1,29,,residential,6,"LINESTRING (-92.649507 41.330878, -92.64938429999999 41.3328043, -92.64939080000001 41.3328583, -92.649413 41.3329102, -92.6494574 41.3329602, -92.6495135 41.3329886, -92.64960360000001 41.3330151, -92.65050309999999 41.3330386)"
112,Lynn Danna Lane,70,69,,322.0895981336863,1,29,,residential,6,"LINESTRING (-92.65050309999999 41.3330386, -92.64960360000001 41.3330151, -92.6495135 41.3329886, -92.6494574 41.3329602, -92.649413 41.3329102, -92.64939080000001 41.3328583, -92.64938429999999 41.3328043, -92.649507 41.330878)"
113,,71,72,,105.11433264896671,1,29,,service,7,"LINESTRING (-92.6478843 41.3077498, -92.64789159999999 41.3086951)"
114,,72,71,,105.11433264896671,1,29,,service,7,"LINESTRING (-92.64789159999999 41.3086951, -92.6478843 41.3077498)"
115,,73,74,,35.23203702356914,1,29,,service,7,"LINESTRING (-92.6318709 41.3034072, -92.63185110000001 41.3037237)"
116,,74,73,,35.23203702356914,1,29,,service,7,"LINESTRING (-92.63185110000001 41.3037237, -92.6318709 41.3034072)"
117,,74,925,,31.14002178276281,1,29,,service,7,"LINESTRING (-92.63185110000001 41.3037237, -92.6314892 41.3037909)"
118,,925,74,,31.14002178276281,1,29,,service,7,"LINESTRING (-92.6314892 41.3037909, -92.63185110000001 41.3037237)"
119,,925,1433,,92.40882224743528,1,29,,service,7,"LINESTRING (-92.6314892 41.3037909, -92.6309341 41.3038939, -92.63076049999999 41.303931, -92.6306553 41.3039702, -92.6305936 41.3040214, -92.6305443 41.3040848, -92.630529 41.3041181)"
120,,1433,925,,92.40882224743528,1,29,,service,7,"LINESTRING (-92.630529 41.3041181, -92.6305443 41.3040848, -92.6305936 41.3040214, -92.6306553 41.3039702, -92.63076049999999 41.303931, -92.6309341 41.3038939, -92.6314892 41.3037909)"
121,,1433,75,,177.3473093742571,1,29,,service,7,"LINESTRING (-92.630529 41.3041181, -92.63051110000001 41.3041568, -92.63048740000001 41.3042494, -92.63049119999999 41.3043342, -92.6305102 41.3044033, -92.63061829999999 41.3046198, -92.6307046 41.3047395, -92.63088 41.3048585, -92.6312119 41.3050124, -92.63176679999999 41.3052215)"
122,,75,1433,,177.3473093742571,1,29,,service,7,"LINESTRING (-92.63176679999999 41.3052215, -92.6312119 41.3050124, -92.63088 41.3048585, -92.6307046 41.3047395, -92.63061829999999 41.3046198, -92.6305102 41.3044033, -92.63049119999999 41.3043342, -92.63048740000001 41.3042494, -92.63051110000001 41.3041568, -92.630529 41.3041181)"
123,,75,905,,13.687593715029116,1,29,,service,7,"LINESTRING (-92.63176679999999 41.3052215, -92.6319235 41.3052575)"
124,,905,75,,13.687593715029116,1,29,,service,7,"LINESTRING (-92.6319235 41.3052575, -92.63176679999999 41.3052215)"
125,,79,80,,151.7664806025788,1,29,,residential,6,"LINESTRING (-92.5404281 41.2894387, -92.5403195 41.2895437, -92.54032669999999 41.2897277, -92.54055099999999 41.2903647, -92.54048710000001 41.2904744, -92.54033080000001 41.2905018, -92.5401385 41.2904673)"
126,,80,79,,151.7664806025788,1,29,,residential,6,"LINESTRING (-92.5401385 41.2904673, -92.54033080000001 41.2905018, -92.54048710000001 41.2904744, -92.54055099999999 41.2903647, -92.54032669999999 41.2897277, -92.5403195 41.2895437, -92.5404281 41.2894387)"
127,,81,82,,143.39898656419555,1,29,,residential,6,"LINESTRING (-92.5419744 41.2900945, -92.5419819 41.2901505, -92.5418722 41.2903166, -92.54181029999999 41.2905294, -92.5418339 41.2907521, -92.5419393 41.290954, -92.541957 41.2910945, -92.5419143 41.2912118, -92.5417454 41.2912182)"
128,,82,81,,143.39898656419555,1,29,,residential,6,"LINESTRING (-92.5417454 41.2912182, -92.5419143 41.2912118, -92.541957 41.2910945, -92.5419393 41.290954, -92.5418339 41.2907521, -92.54181029999999 41.2905294, -92.5418722 41.2903166, -92.5419819 41.2901505, -92.5419744 41.2900945)"
129,,82,83,,130.3379962081856,1,29,,residential,6,"LINESTRING (-92.5417454 41.2912182, -92.54163699999999 41.291016, -92.541546 41.290742, -92.54153909999999 41.290502, -92.54159540000001 41.2903111, -92.54183070000001 41.2901545)"
130,,83,82,,130.3379962081856,1,29,,residential,6,"LINESTRING (-92.54183070000001 41.2901545, -92.54159540000001 41.2903111, -92.54153909999999 41.290502, -92.541546 41.290742, -92.54163699999999 41.291016, -92.5417454 41.2912182)"
131,,83,81,,13.735237822040595,1,29,,residential,6,"LINESTRING (-92.54183070000001 41.2901545, -92.5419744 41.2900945)"
132,,81,83,,13.735237822040595,1,29,,residential,6,"LINESTRING (-92.5419744 41.2900945, -92.54183070000001 41.2901545)"
133,,81,84,,203.48262489979928,1,29,,residential,6,"LINESTRING (-92.5419744 41.2900945, -92.5431141 41.289632, -92.5433692 41.2894872, -92.5434837 41.289318, -92.5435054 41.2891599, -92.5434478 41.2888957)"
134,,84,81,,203.4826248997992,1,29,,residential,6,"LINESTRING (-92.5434478 41.2888957, -92.5435054 41.2891599, -92.5434837 41.289318, -92.5433692 41.2894872, -92.5431141 41.289632, -92.5419744 41.2900945)"
135,,83,79,,143.9497949700138,1,29,,residential,6,"LINESTRING (-92.54183070000001 41.2901545, -92.5416161 41.2900985, -92.54132180000001 41.2899772, -92.54093640000001 41.2896569, -92.5404281 41.2894387)"
136,,79,83,,143.9497949700138,1,29,,residential,6,"LINESTRING (-92.5404281 41.2894387, -92.54093640000001 41.2896569, -92.54132180000001 41.2899772, -92.5416161 41.2900985, -92.54183070000001 41.2901545)"
137,,79,80,,162.51382427440012,1,29,,residential,6,"LINESTRING (-92.5404281 41.2894387, -92.54016849999999 41.2893899, -92.53998799999999 41.2893984, -92.5398646 41.2895086, -92.5401385 41.2904673)"
138,,80,79,,162.51382427440012,1,29,,residential,6,"LINESTRING (-92.5401385 41.2904673, -92.5398646 41.2895086, -92.53998799999999 41.2893984, -92.54016849999999 41.2893899, -92.5404281 41.2894387)"
139,,85,1858,,19.20215155184344,1,15,,service,7,"LINESTRING (-92.6528521 41.2819109, -92.65294489999999 41.2819107, -92.6530819 41.2819104)"
140,,1858,85,,19.20215155184344,1,15,,service,7,"LINESTRING (-92.6530819 41.2819104, -92.65294489999999 41.2819107, -92.6528521 41.2819109)"
141,,1858,1847,,97.51772943722528,1,15,,service,7,"LINESTRING (-92.6530819 41.2819104, -92.6533223 41.2819038, -92.65352420000001 41.2818986, -92.6537458 41.2818928, -92.6541706 41.2818813, -92.6542482 41.2818792)"
142,,1847,1858,,97.51772943722528,1,15,,service,7,"LINESTRING (-92.6542482 41.2818792, -92.6541706 41.2818813, -92.6537458 41.2818928, -92.65352420000001 41.2818986, -92.6533223 41.2819038, -92.6530819 41.2819104)"
143,,1847,1891,,131.3990958708428,1,15,,service,7,"LINESTRING (-92.6542482 41.2818792, -92.6542725 41.2818786, -92.6543497 41.2818815, -92.6543965 41.2818856, -92.6544739 41.2819014, -92.65455179999999 41.2819237, -92.6546136 41.2819475, -92.65468079999999 41.2819784, -92.6547173 41.2819989, -92.65478 41.2820423, -92.6548356 41.2820891, -92.65489460000001 41.2821543, -92.6549424 41.2822143, -92.6549859 41.2822748, -92.65502650000001 41.2823403, -92.65505899999999 41.2824082, -92.6550847 41.2824825, -92.6551109 41.2825867, -92.6551214 41.2826461, -92.6551247 41.282694, -92.655123 41.2827159)"
144,,1891,1847,,131.39909587084284,1,15,,service,7,"LINESTRING (-92.655123 41.2827159, -92.6551247 41.282694, -92.6551214 41.2826461, -92.6551109 41.2825867, -92.6550847 41.2824825, -92.65505899999999 41.2824082, -92.65502650000001 41.2823403, -92.6549859 41.2822748, -92.6549424 41.2822143, -92.65489460000001 41.2821543, -92.6548356 41.2820891, -92.65478 41.2820423, -92.6547173 41.2819989, -92.65468079999999 41.2819784, -92.6546136 41.2819475, -92.65455179999999 41.2819237, -92.6544739 41.2819014, -92.6543965 41.2818856, -92.6543497 41.2818815, -92.6542725 41.2818786, -92.6542482 41.2818792)"
