node_id,name,x_coord,y_coord,node_type,zone_id
220,,-92.6356823,41.2985182,,
221,,-92.6366872,41.2985144,,
222,,-92.6380235,41.2985094,,
223,,-92.6391899,41.298505,,
224,,-92.6403643,41.2985006,,
225,,-92.6415325,41.2984962,,
226,,-92.6426995,41.2985001,,
227,,-92.688846,41.271343,,
229,,-92.6859223,41.2736634,,
230,,-92.683849,41.275319,,
231,,-92.6833616,41.2757054,,
232,,-92.6829429,41.2759143,,
233,,-92.6815793,41.2763626,,
234,,-92.6802845,41.2767824,,
235,,-92.678999,41.2778061,,
236,,-92.6782265,41.27804550000001,,
237,,-92.6509091,41.3356254,,
238,,-92.679679,41.335469,,
239,,-92.698894,41.335377,,
240,,-92.70372,41.335445,,
241,,-92.6225349,41.3356386,,
242,,-92.6410991,41.335673,,
243,,-92.6487759,41.3355727,,
244,,-92.6190354,41.2841529,,
245,,-92.6189883,41.2868604,,
246,,-92.6189777,41.287922,,
247,,-92.650938,41.2934386,,
248,,-92.650999,41.292596,,
249,,-92.650994,41.2917101,,
250,,-92.65102,41.28696160000001,,
251,,-92.6510205,41.286742,,
252,,-92.6415575,41.30286470000001,,
253,,-92.6427036,41.3028754,,
254,,-92.6498322,41.2953077,,
255,,-92.6498373,41.2962148,,
256,,-92.6498457,41.29709860000001,,
257,,-92.6498414,41.2984756,,
258,,-92.6498538,41.29935029999999,,
259,,-92.6498464,41.3007405,,
260,,-92.6498468,41.3011183,,
261,,-92.6469443,41.3077407,,
262,,-92.648282,41.3077429,,
263,,-92.6495042,41.3077394,,
264,,-92.6506619,41.307741,,
265,,-92.6600369,41.2744228,,
266,,-92.6415643,41.307426,,
267,,-92.564631,41.263677,,
268,,-92.564601,41.270975,,
269,,-92.564783,41.289072,,
270,,-92.555379,41.332649,,
271,,-92.560107,41.332685,,
272,,-92.5262093,41.2604052,,
273,,-92.5360006,41.2896146,,
274,,-92.5359604,41.29016160000001,,
275,,-92.5362621,41.2884372,,
276,,-92.5359901,41.2872532,,
277,,-92.6467158,41.3141581,,
278,,-92.6556799,41.28993300000001,,
279,,-92.6556713,41.290823,,
280,,-92.6556691,41.291259,,
281,,-92.6556684,41.2916995,,
282,,-92.6556676,41.2925376,,
283,,-92.6556668,41.2934685,,
284,,-92.6556808,41.2943652,,
285,,-92.6556897,41.2953089,,
286,,-92.6521904,41.2869708,,
287,,-92.6127258,41.31415300000001,,
288,,-92.6031522,41.3163314,,
289,,-92.5984414,41.3165608,,
290,,-92.6822273,41.27377,,
291,,-92.6828246,41.2747574,,
292,,-92.6234881,41.292705,,
293,,-92.6296357,41.29267460000001,,
294,,-92.6319214,41.2926734,,
295,,-92.6344703,41.2926597,,
296,,-92.6356392,41.292656,,
297,,-92.636821,41.29263579999999,,
298,,-92.6379897,41.2926434,,
299,,-92.6391698,41.2926392,,
300,,-92.6403389,41.2926324,,
301,,-92.641506,41.2926313,,
302,,-92.6426681,41.2926178,,
303,,-92.6438675,41.2926098,,
304,,-92.6618065,41.28353900000001,,
305,,-92.6414744,41.2894374,,
306,,-92.6426552,41.2894393,,
307,,-92.6438415,41.2894508,,
308,,-92.6878272,41.2927561,,
309,,-92.6782347,41.2961655,,
311,,-92.6126936,41.2960841,,
312,,-92.6031154,41.296159,,
313,,-92.5839624,41.2963515,,
314,,-92.5696126,41.29641210000001,,
315,,-92.5551828,41.296574,,
316,,-92.5476244,41.2991545,,
317,,-92.54618990000002,41.2998356,,
318,,-92.5407829,41.30246339999999,,
319,,-92.6888368,41.2922438,,
320,,-92.7225859,41.2867414,,
322,,-92.66517,41.2961613,,
323,,-92.6426863,41.29533,,
324,,-92.6415328,41.295339,,
325,,-92.6403519,41.2953364,,
326,,-92.6380143,41.2953537,,
327,,-92.6368327,41.2953599,,
328,,-92.6344933,41.29535300000001,,
329,,-92.6342707,41.2953508,,
330,,-92.6319073,41.295367,,
331,,-92.640421,41.283089200000006,,
332,,-92.6367648,41.2831458,,
333,,-92.6426255,41.28339620000001,,
334,,-92.643779,41.2833943,,
335,,-92.6271098,41.2846834,,
336,,-92.62699659999998,41.2856572,,
337,,-92.6269879,41.2864082,,
338,,-92.6585681,41.2885476,,
339,,-92.6463231,41.30076029999999,,
340,,-92.647506,41.3007559,,
341,,-92.6486801,41.30074310000001,,
342,,-92.6403667,41.29625479999999,,
343,,-92.6403605,41.2971416,,
344,,-92.6403742,41.3003429,,
345,,-92.6403749,41.3016658,,
346,,-92.6403853,41.30340800000001,,
347,,-92.6403949,41.3043564,,
348,,-92.6404429,41.3048934,,
349,,-92.6506398,41.3062029,,
350,,-92.6494886,41.306211,,
351,,-92.6482694,41.3062136,,
352,,-92.6469489,41.3061977,,
353,,-92.662568,41.30468370000001,,
354,,-92.6602309,41.3047044,,
355,,-92.6031064,41.2794759,,
356,,-92.6033361,41.2853484,,
357,,-92.598346,41.314234,,
358,,-92.5937816,41.3289162,,
359,,-92.6030496,41.26533320000001,,
360,,-92.6029775,41.269761,,
361,,-92.6030608,41.27084979999999,,
362,,-92.5970384,41.338316,,
364,,-92.6475288,41.2762207,,
365,,-92.652822,41.27622279999999,,
366,,-92.62969040000002,41.2944735,,
367,,-92.6580389,41.2952937,,
368,,-92.6580415,41.2962069,,
369,,-92.6580316,41.2970959,,
370,,-92.6580227,41.2984579,,
371,,-92.723601,41.314207,,
372,,-92.723693,41.315839,,
373,,-92.6745637,41.3105947,,
374,,-92.6601668,41.3106809,,
375,,-92.6145589,41.2866183,,
376,,-92.6146286,41.2874685,,
377,,-92.6254244,41.2859507,,
378,,-92.625418,41.2871619,,
379,,-92.6126759,41.2982507,,
380,,-92.6059799,41.2673013,,
381,,-92.6222805,41.2672285,,
382,,-92.6298446,41.2672116,,
383,,-92.631896,41.2659786,,
384,,-92.6486633,41.2962133,,
385,,-92.6486555,41.2971042,,
386,,-92.6486673,41.29847460000001,,
387,,-92.648677,41.2993629,,
388,,-92.6486815,41.30347370000001,,
389,,-92.6391904,41.296257,,
390,,-92.6391967,41.2971421,,
391,,-92.6392309,41.3002902,,
392,,-92.646278,41.2898365,,
393,,-92.6462809,41.29083320000001,,
394,,-92.6462834,41.29172020000001,,
395,,-92.646286,41.2926093,,
396,,-92.6462885,41.2934932,,
397,,-92.6463283,41.2984849,,
398,,-92.6475021,41.2984852,,
399,,-92.6510253,41.2984716,,
400,,-92.6533431,41.2984555,,
401,,-92.6545129,41.298463,,
402,,-92.6556908,41.298463,,
403,,-92.6568643,41.2984619,,
404,,-92.6463325,41.3026436,,
405,,-92.6475284,41.3026436,,
406,,-92.569636,41.286815,,
407,,-92.569637,41.289095,,
408,,-92.569729,41.307239,,
409,,-92.570304,41.311447,,
410,,-92.593122,41.285282,,
411,,-92.592947,41.287439,,
412,,-92.6203429,41.2897947,,
413,,-92.6216424,41.2898035,,
414,,-92.6344987,41.2900282,,
415,,-92.6356446,41.2899911,,
416,,-92.6367956,41.28998370000001,,
417,,-92.637984,41.2899756,,
418,,-92.6391473,41.2899747,,
419,,-92.6403234,41.2899821,,
420,,-92.6414797,41.2899665,,
421,,-92.642653,41.2899626,,
422,,-92.643854,41.289962,,
423,,-92.6203454,41.28837539999999,,
424,,-92.6380075,41.296264,,
425,,-92.6380165,41.2971516,,
426,,-92.6380354,41.3003368,,
427,,-92.6381472,41.3034287,,
428,,-92.6533459,41.2953079,,
429,,-92.6533434,41.2962068,,
430,,-92.653334,41.2970804,,
431,,-92.6533443,41.2993508,,
432,,-92.6533435,41.3002432,,
433,,-92.65334140000002,41.3011203,,
434,,-92.6404739,41.28159960000001,,
435,,-92.6403001,41.2855626,,
436,,-92.6403101,41.2869583,,
437,,-92.6403043,41.2879862,,
438,,-92.6403285,41.2908546,,
439,,-92.6403337,41.2917408,,
440,,-92.6403441,41.29351679999999,,
441,,-92.6825416,41.2790695,,
442,,-92.6812478,41.2790504,,
443,,-92.6834493,41.2769653,,
444,,-92.6821396,41.2773761,,
445,,-92.6808629,41.277774,,
446,,-92.6835123,41.2733388,,
447,,-92.6840775,41.2743149,,
448,,-92.6229273,41.285205100000006,,
449,,-92.6228809,41.2871848,,
450,,-92.6294197,41.28404310000001,,
451,,-92.6319222,41.2840404,,
452,,-92.642634,41.2843099,,
453,,-92.6437661,41.2843037,,
454,,-92.6801145,41.2738589,,
455,,-92.6803945,41.2743812,,
456,,-92.68097790000002,41.2753401,,
457,,-92.6825146,41.2780359,,
458,,-92.6054164,41.269806,,
459,,-92.6515542,41.2925534,,
460,,-92.6498223,41.2926026,,
461,,-92.648644,41.2926049,,
462,,-92.6474607,41.2926071,,
463,,-92.6530157,41.2925936,,
464,,-92.653351,41.29259310000001,,
465,,-92.6545043,41.2925833,,
466,,-92.6569411,41.2925102,,
467,,-92.6663609,41.292511,,
468,,-92.6515516,41.2917075,,
469,,-92.6391281,41.2873591,,
470,,-92.6391237,41.2879919,,
471,,-92.6391234,41.28866770000001,,
472,,-92.6386942,41.2771593,,
473,,-92.6386054,41.2816052,,
474,,-92.6391548,41.2908612,,
475,,-92.6391624,41.2917564,,
476,,-92.6391773,41.2935262,,
477,,-92.6371976,41.303433,,
478,,-92.6368325,41.2962693,,
479,,-92.6201123,41.2975818,,
480,,-92.6200411,41.2985367,,
482,,-92.637632,41.2761834,,
483,,-92.6293614,41.2707248,,
484,,-92.688755,41.256078,,
485,,-92.688756,41.263376,,
486,,-92.693637,41.263399,,
487,,-92.6935167,41.2707856,,
488,,-92.6463129,41.2953155,,
489,,-92.6476367,41.2957027,,
490,,-92.6489575,41.2952765,,
491,,-92.6510089,41.2953068,,
492,,-92.6545238,41.2953084,,
493,,-92.6568648,41.2952943,,
494,,-92.6438638,41.2908347,,
495,,-92.643878,41.2917286,,
496,,-92.6438725,41.2934883,,
497,,-92.6438804,41.29439910000001,,
498,,-92.6438123,41.2865328,,
499,,-92.6439033,41.2876277,,
500,,-92.6439114,41.287814,,
501,,-92.6437765,41.2815948,,
502,,-92.6437575,41.2824821,,
503,,-92.6437844,41.2852205,,
504,,-92.6415307,41.3003481,,
505,,-92.6318795,41.2997448,,
506,,-92.6305644,41.299781,,
507,,-92.64666,41.3128583,,
508,,-92.6545319,41.2852688,,
509,,-92.6545183,41.28698660000001,,
510,,-92.654514,41.2898028,,
511,,-92.6545178,41.28993370000001,,
512,,-92.6545052,41.2908152,,
513,,-92.6545028,41.29170670000001,,
514,,-92.6545054,41.2934665,,
515,,-92.6545157,41.2943685,,
516,,-92.6416157,41.3043578,,
517,,-92.6427339,41.3043524,,
518,,-92.6987863,41.32508060000001,,
519,,-92.6214686,41.2785943,,
520,,-92.623839,41.2854801,,
521,,-92.6237471,41.2871731,,
522,,-92.6232802,41.2962134,,
523,,-92.6507315,41.32518320000001,,
524,,-92.6512281,41.3396285,,
527,,-92.6528566,41.27436160000001,,
528,,-92.6528293,41.27716470000001,,
530,,-92.6503777,41.25630039999999,,
531,,-92.6506953,41.3193751,,
532,,-92.6507131,41.3215328,,
533,,-92.6479262,41.25629489999999,,
534,,-92.6479681,41.2635201,,
535,,-92.6426935,41.2971227,,
536,,-92.6415291,41.297132,,
537,,-92.6356671,41.2971537,,
538,,-92.6345019,41.297154,,
539,,-92.6333177,41.2971539,,
540,,-92.6318811,41.2971598,,
541,,-92.625262,41.2970696,,
542,,-92.6290549,41.2971601,,
543,,-92.6506272,41.330918200000006,,
544,,-92.6415711,41.308255,,
545,,-92.6427507,41.3082653,,
546,,-92.593612,41.314349,,
547,,-92.5902004,41.3289277,,
548,,-92.6415373,41.3016603,,
549,,-92.6319226,41.2908901,,
550,,-92.6344538,41.2908741,,
551,,-92.6356466,41.290879,,
552,,-92.6368074,41.2908714,,
553,,-92.6379915,41.2908686,,
554,,-92.6414884,41.29085300000001,,
555,,-92.6426562,41.29084320000001,,
556,,-92.6592947,41.2939622,,
557,,-92.6592205,41.2943705,,
560,,-92.6647931,41.2635822,,
561,,-92.674261,41.263285,,
562,,-92.7068059,41.2635002,,
565,,-92.584088,41.328583,,
566,,-92.6273733,41.2985047,,
567,,-92.6264776,41.2985109,,
568,,-92.6497792,41.2852723,,
569,,-92.649788,41.2898152,,
570,,-92.6498034,41.2908216,,
571,,-92.6498133,41.2917076,,
572,,-92.6498202,41.29348770000001,,
573,,-92.6498245,41.2943914,,
574,,-92.6319273,41.2762327,,
575,,-92.6366778,41.27667750000001,,
576,,-92.6612836,41.2744158,,
578,,-92.6647491,41.2743436,,
579,,-92.6742379,41.2743809,,
580,,-92.6456106,41.27620870000001,,
581,,-92.6447214,41.2762079,,
582,,-92.6426418,41.2852055,,
583,,-92.65224,41.2898055,,
584,,-92.6486312,41.2898222,,
585,,-92.6474591,41.2898274,,
586,,-92.6615039,41.2888195,,
587,,-92.555198,41.289119,,
588,,-92.607996,41.2854007,,
589,,-92.583983,41.285318,,
590,,-92.579036,41.285377,,
591,,-92.5450067,41.2860397,,
592,,-92.5551213,41.2864026,,
593,,-92.5345283,41.2854104,,
594,,-92.6319292,41.2811411,,
595,,-92.6415979,41.3109715,,
596,,-92.645517,41.2744567,,
597,,-92.6456248,41.2795898,,
598,,-92.6429092,41.3140222,,
599,,-92.640902,41.3150952,,
600,,-92.7175802,41.2610528,,
601,,-92.6960771,41.2706944,,
602,,-92.6701437,41.2852801,,
603,,-92.6624036,41.28527929999999,,
604,,-92.6747613,41.2821868,,
605,,-92.6808988,41.278052,,
606,,-92.6841912,41.2780211,,
609,,-92.6887161,41.2780421,,
610,,-92.6602245,41.30032979999999,,
611,,-92.6602446,41.3021895,,
612,,-92.6601905,41.306087100000006,,
613,,-92.6379645,41.28736170000001,,
614,,-92.6379766,41.2879973,,
615,,-92.6379844,41.2886709,,
616,,-92.6376877,41.2795589,,
617,,-92.6376933,41.281611,,
618,,-92.6379934,41.291763,,
619,,-92.6379962,41.2935333,,
620,,-92.6380082,41.2944183,,
621,,-92.6356494,41.3016751,,
622,,-92.6356649,41.2962673,,
623,,-92.6789437,41.27444600000001,,
624,,-92.6509691,41.30023370000001,,
625,,-92.6544991,41.300243,,
626,,-92.6556814,41.30024279999999,,
627,,-92.6482648,41.3034697,,
628,,-92.648259,41.3043662,,
629,,-92.64828,41.3056666,,
630,,-92.6506304,41.3043602,,
631,,-92.6469116,41.3044365,,
632,,-92.6344995,41.2962723,,
633,,-92.6367534,41.2795473,,
634,,-92.6367545,41.2809154,,
635,,-92.6367639,41.2816671,,
636,,-92.6367779,41.2860554,,
637,,-92.6367821,41.2869803,,
638,,-92.636787,41.288003,,
639,,-92.6368128,41.2917673,,
640,,-92.6368294,41.2935325,,
641,,-92.6368265,41.2944324,,
642,,-92.6426622,41.2917333,,
643,,-92.6414972,41.291739,,
644,,-92.634468,41.291762,,
645,,-92.6319255,41.2917786,,
646,,-92.6791255,41.2747699,,
647,,-92.6796904,41.2757685,,
648,,-92.6580184,41.2943749,,
649,,-92.6463032,41.2971153,,
650,,-92.6475055,41.2971096,,
651,,-92.6510025,41.29709310000001,,
652,,-92.6545234,41.297093,,
653,,-92.6556877,41.2970935,,
654,,-92.6568623,41.2970863,,
655,,-92.6597321,41.2971016,,
656,,-92.6568602,41.2962028,,
657,,-92.6625427,41.3021976,,
658,,-92.6350914,41.2860647,,
659,,-92.6350932,41.28705120000001,,
660,,-92.6351075,41.28801110000001,,
661,,-92.6356424,41.29353629999999,,
662,,-92.6356545,41.2944286,,
663,,-92.6474525,41.29082929999999,,
664,,-92.6486358,41.2908254,,
665,,-92.6522474,41.2908307,,
666,,-92.58399,41.307809000000006,,
667,,-92.584083,41.314443,,
668,,-92.584077,41.332853,,
669,,-92.6474979,41.2962155,,
670,,-92.6475093,41.2993725,,
671,,-92.647528,41.3034734,,
672,,-92.6455064,41.2808531,,
673,,-92.6623379,41.2870466,,
675,,-92.6521552,41.2852628,,
676,,-92.6342762,41.294441600000006,,
677,,-92.6338452,41.28607150000001,,
678,,-92.633857,41.2870557,,
679,,-92.6338661,41.288017,,
680,,-92.6344728,41.2932178,,
681,,-92.6344805,41.2935464,,
682,,-92.6344664,41.2944408,,
683,,-92.6170047,41.3154575,,
684,,-92.617451,41.317029,,
685,,-92.61704,41.31785,,
686,,-92.61859,41.317234,,
687,,-92.6839203,41.2911068,,
688,,-92.6791547,41.2571797,,
689,,-92.6887928,41.2996935,,
690,,-92.6415235,41.2962495,,
691,,-92.6853765,41.27533070000001,,
692,,-92.6284154,41.3034415,,
693,,-92.6246096,41.30713370000001,,
694,,-92.7228081,41.2779245,,
695,,-92.717559,41.255913,,
696,,-92.717777,41.270556,,
697,,-92.6426829,41.29624620000001,,
698,,-92.6427165,41.2999007,,
699,,-92.648929,41.2943938,,
700,,-92.6485927,41.2870557,,
701,,-92.6486399,41.2917118,,
702,,-92.6506305,41.3056631,,
703,,-92.673976,41.32135200000001,,
704,,-92.66030440000002,41.3215283,,
705,,-92.6458826,41.3215238,,
706,,-92.641111,41.3216482,,
708,,-92.6224468,41.3318639,,
709,,-92.6192775,41.3330898,,
710,,-92.612883,41.3356784,,
711,,-92.6302975,41.2944657,,
712,,-92.6319039,41.2944553,,
713,,-92.6415235,41.2944026,,
714,,-92.6426801,41.29441420000001,,
715,,-92.6319179,41.2860821,,
716,,-92.6750499,41.30802620000001,,
718,,-92.6506408,41.3266854,,
719,,-92.6491038,41.325019,,
720,,-92.6427695,41.3109851,,
721,,-92.6762562,41.29251110000001,,
722,,-92.6474566,41.291716,,
723,,-92.6533371,41.2934727,,
724,,-92.6533322,41.2943649,,
725,,-92.6484497,41.31319050000001,,
726,,-92.6304343,41.2953103,,
727,,-92.6482321,41.3170485,,
728,,-92.698364,41.256485,,
729,,-92.693697,41.256078,,
730,,-92.6743531,41.256254,,
731,,-92.6648371,41.256309,,
733,,-92.63179,41.2562627,,
734,,-92.6421419,41.28159470000001,,
735,,-92.6426194,41.2815943,,
736,,-92.6426273,41.2824777,,
737,,-92.6426424,41.2865584,,
738,,-92.6426432,41.2869721,,
739,,-92.642674,41.29349929999999,,
740,,-92.6174114,41.2838812,,
741,,-92.6173972,41.2866316,,
742,,-92.6173896,41.2875189,,
743,,-92.6463481,41.3034802,,
744,,-92.6472666,41.3034684,,
745,,-92.6506297,41.3034942,,
746,,-92.6773254,41.2804521,,
748,,-92.6126569,41.3034755,,
749,,-92.6819961,41.2996746,,
750,,-92.6660101,41.2997495,,
751,,-92.6670083,41.303016,,
752,,-92.6297064,41.2961781,,
753,,-92.6319167,41.29354650000001,,
754,,-92.6415147,41.29351,,
755,,-92.617995,41.25872,,
756,,-92.6625422,41.3015435,,
757,,-92.662545,41.3034506,,
758,,-92.6624246,41.3060883,,
759,,-92.6276098,41.3028296,,
760,,-92.6271308,41.3028356,,
761,,-92.6333063,41.29628579999999,,
762,,-92.6333474,41.3022472,,
763,,-92.6078577,41.2813014,,
764,,-92.6203324,41.2844848,,
765,,-92.6216865,41.2848688,,
766,,-92.63189,41.2962902,,
767,,-92.6319374,41.2817539,,
768,,-92.6568468,41.2943764,,
769,,-92.6528333,41.2802871,,
770,,-92.566453,41.319434,,
771,,-92.6817448,41.27395170000001,,
772,,-92.6823037,41.2749574,,
773,,-92.6294833,41.272821,,
774,,-92.6308125,41.2719175,,
775,,-92.651005,41.2962134,,
776,,-92.6510174,41.29786970000001,,
777,,-92.6509852,41.2993505,,
778,,-92.6509744,41.3011247,,
779,,-92.6506341,41.30112570000001,,
780,,-92.6506258,41.3104018,,
781,,-92.6791432,41.27593579999999,,
782,,-92.5407332,41.300456200000006,,
783,,-92.540902,41.313803,,
784,,-92.6306596,41.3034599,,
785,,-92.656929,41.29131270000001,,
786,,-92.6319179,41.2870628,,
787,,-92.6306911,41.287151,,
788,,-92.6216381,41.28718350000001,,
789,,-92.6203177,41.2871707,,
790,,-92.5551641,41.2968659,,
791,,-92.6556864,41.2962063,,
792,,-92.6556884,41.2993468,,
793,,-92.6556857,41.3011104,,
794,,-92.6557206,41.3061051,,
795,,-92.6463082,41.296220700000006,,
796,,-92.64632009999998,41.299377,,
797,,-92.6463139,41.2960161,,
798,,-92.579075,41.282029,,
799,,-92.6596848,41.2997578,,
