link_id,name,from_node_id,to_node_id,length,geometry,link_type,dir_flag,lanes,free_speed,capacity
10000001,SKYT,10007915,10007916,1676.91178,"LINESTRING (-111.990022 33.446946000000004, -111.9900722 33.4462546, -111.9892744 33.4461815, -111.9889887 33.4461488, -111.987208525 33.44590895, -111.987238 33.4400929, -111.9860222 33.437918, -111.9878412 33.4367957, -111.9878285 33.4356656, -111.9878116 33.4353032, -111.9877438 33.4345001, -111.98533559999998 33.4352662, -111.984922 33.434637)",transit,1,1,65,1900
10000002,SKYT,10007916,10007918,1057.721171,"LINESTRING (-111.984922 33.434637, -111.98533559999998 33.4352662, -111.9877438 33.4345001, -111.9877063 33.4352047, -111.9878116 33.4353032, -111.9878939 33.4353092, -111.98860890000002 33.4352667, -111.9923626 33.43496, -111.9964365 33.434949100000004, -111.998028 33.43473)",transit,1,1,65,1900
10000003,SKYT,10007918,10007917,1667.579615,"LINESTRING (-111.998028 33.43473, -111.9964365 33.434949100000004, -111.9996803 33.4349428, -112.0052971 33.4349771, -112.0102922 33.4351239, -112.00998200000001 33.434733)",transit,1,1,65,1900
10000004,SKYT,10007917,10007918,4402.359847,"LINESTRING (-112.00998200000001 33.434733, -112.0102922 33.4351239, -112.01052659999998 33.4360926, -112.0133172 33.437898, -112.0162471 33.4373049, -112.0162602 33.4379394, -112.0105477 33.436472200000004, -112.0092684 33.4359091, -112.0087818 33.435903499999995, -112.0050395 33.435911600000004, -111.9964311 33.4360144, -111.9922793 33.4360191, -111.9919598 33.4360147, -111.98881000000002 33.435635999999995, -111.98860890000002 33.4352667, -111.9923626 33.43496, -111.9964365 33.434949100000004, -111.998028 33.43473)",transit,1,1,65,1900
10000005,SKYT,10007918,10007916,5301.366619,"LINESTRING (-111.998028 33.43473, -111.9964365 33.434949100000004, -111.9996803 33.4349428, -112.0052971 33.4349771, -112.0102922 33.4351239, -112.01052659999998 33.4360926, -112.0133172 33.437898, -112.0162471 33.4373049, -112.0162602 33.4379394, -112.0105477 33.436472200000004, -112.0092684 33.4359091, -112.0087818 33.435903499999995, -112.0050395 33.435911600000004, -111.9964311 33.4360144, -111.9922793 33.4360191, -111.9919598 33.4360147, -111.98881000000002 33.435635999999995, -111.9879108 33.435651, -111.9878285 33.4356656, -111.9878116 33.4353032, -111.9877438 33.4345001, -111.98533559999998 33.4352662, -111.984922 33.434637)",transit,1,1,65,1900
10000006,SKYT,10007916,10007915,2074.782836,"LINESTRING (-111.984922 33.434637, -111.98533559999998 33.4352662, -111.9877438 33.4345001, -111.9915873 33.4340177, -111.9916283 33.4346387, -111.9916342 33.4357664, -111.9916355 33.4361543, -111.9870339 33.4361523, -111.9860431 33.4365201, -111.9850896 33.4382419, -111.98717179999998 33.4401784, -111.987208525 33.44590895, -111.98747 33.4459691, -111.9883733 33.4461426, -111.9889347 33.4462951, -111.9892511 33.4463671, -111.9900722 33.4462546, -111.990022 33.446946000000004)",transit,1,1,65,1900
10000007,GUS1,10000357,10000330,598.6428476,"LINESTRING (-112.1851655 33.53974758, -112.1849517 33.5398552, -112.1837122 33.5398497, -112.18246299999998 33.539837899999995, -112.1824651 33.538548, -112.181211 33.5385418, -112.1806798 33.53846571)",transit,1,1,65,1900
10000008,GUS1,10000330,10000329,595.9905007,"LINESTRING (-112.1806798 33.53846571, -112.181211 33.5385418, -112.17996399999998 33.538535, -112.1787251 33.538529600000004, -112.17807 33.5385274, -112.1773898 33.5385219, -112.177034 33.53839049)",transit,1,1,65,1900
10000009,GUS1,10000329,10000328,489.7694526,"LINESTRING (-112.177034 33.53839049, -112.1773898 33.5385219, -112.1761719 33.5385128, -112.1749311 33.5385107, -112.1733255 33.538498600000004, -112.17384070000001 33.53838823)",transit,1,1,65,1900
10000010,GUS1,10000328,10003518,515.1264376,"LINESTRING (-112.17384070000001 33.53838823, -112.1733255 33.538498600000004, -112.1728598 33.5384916, -112.1708959 33.538461600000005, -112.1707524 33.538461100000006, -112.17080940000001 33.53806051)",transit,1,1,65,1900
10000011,GUS1,10003518,10003519,548.0102084,"LINESTRING (-112.17080940000001 33.53806051, -112.1707524 33.538461100000006, -112.17072140000002 33.5384609, -112.1707252 33.5366528, -112.17080370000001 33.53693634)",transit,1,1,65,1900
10000012,GUS1,10003519,10005599,1098.525316,"LINESTRING (-112.17080370000001 33.53693634, -112.1707252 33.5366528, -112.1727008 33.536724, -112.1737035 33.5367855, -112.174947 33.5367944, -112.1761928 33.5368024, -112.1761719 33.5385128, -112.17576979999998 33.53861539)",transit,1,1,65,1900
10000013,GUS1,10005599,10002139,3065.269583,"LINESTRING (-112.17576979999998 33.53861539, -112.1761719 33.5385128, -112.1773898 33.5385219, -112.17739070000002 33.5398143, -112.1773888 33.5410142, -112.17738529999998 33.5421642, -112.1774067 33.5431037, -112.1774299 33.544009, -112.177451 33.5449172, -112.1774626 33.5458146, -112.1774953 33.547631800000005, -112.1775081 33.5484959, -112.1775174 33.5493229, -112.1775248 33.5503941, -112.1755838 33.5504848, -112.17570659999998 33.5509359, -112.1769332 33.5508588, -112.1769303 33.551676, -112.17741129999999 33.55169848)",transit,1,1,65,1900
10000014,GUS1,10002139,10003567,1217.125034,"LINESTRING (-112.17741129999999 33.55169848, -112.1769303 33.551676, -112.1769332 33.5508588, -112.17570659999998 33.5509359, -112.1755838 33.5504848, -112.1775248 33.5503941, -112.1775137 33.5530895, -112.178002 33.5530866, -112.1792778 33.553091200000004, -112.1807499 33.553085100000004, -112.1812413 33.55308360000001, -112.1829211 33.5530913, -112.184022 33.5530874, -112.186204 33.553078, -112.1863094 33.55256128)",transit,1,1,65,1900
10000015,GUS1,10003567,10003526,310.2123065,"LINESTRING (-112.1863094 33.55256128, -112.186204 33.553078, -112.1862098 33.5503857, -112.18633840000001 33.55020507)",transit,1,1,65,1900
10000016,GUS1,10003526,10003527,797.9002051,"LINESTRING (-112.18633840000001 33.55020507, -112.1862098 33.5503857, -112.18620590000002 33.5493472, -112.18618390000002 33.5485185, -112.1861871 33.547656, -112.1862861 33.54800182)",transit,1,1,65,1900
10000017,GUS1,10003527,10003569,564.1678732,"LINESTRING (-112.1862861 33.54800182, -112.1861871 33.547656, -112.18618899999998 33.5467515, -112.1861919 33.546348200000004, -112.1861921 33.5458288, -112.1861915 33.54555730000001, -112.18629109999999 33.54553685)",transit,1,1,65,1900
10000018,GUS1,10003569,10003586,383.4187918,"LINESTRING (-112.18629109999999 33.54553685, -112.1861915 33.54555730000001, -112.1861987 33.5449446, -112.186208 33.5440408, -112.1862029 33.5431452, -112.18631629999999 33.5432544)",transit,1,1,65,1900
10000019,GUS1,10003586,10002152,355.3249867,"LINESTRING (-112.18631629999999 33.5432544, -112.1862029 33.5431452, -112.186206 33.542212400000004, -112.1876317 33.5421887, -112.1874719 33.54226415)",transit,1,1,65,1900
10000020,GUS1,10002152,10002153,251.5581308,"LINESTRING (-112.1874719 33.54226415, -112.1876317 33.5421887, -112.189077 33.5421646, -112.18900330000001 33.54227033)",transit,1,1,65,1900
10000021,GUS1,10002153,10002154,500.7103551,"LINESTRING (-112.18900330000001 33.54227033, -112.189077 33.5421646, -112.18953799999998 33.54216, -112.1901467 33.5421551, -112.190406 33.5421523, -112.1910107 33.54214810000001, -112.1928092 33.5421245, -112.1924419 33.54220666)",transit,1,1,65,1900
10000022,GUS1,10002154,10003617,770.964335,"LINESTRING (-112.1924419 33.54220666, -112.1928092 33.5421245, -112.1949774 33.5421006, -112.19936 33.54200460000001, -112.2016314 33.5419591, -112.2030564 33.5419398, -112.2031963 33.54161525)",transit,1,1,65,1900
10000023,GUS1,10003617,10000333,719.1952432,"LINESTRING (-112.2031963 33.54161525, -112.2030564 33.5419398, -112.2016314 33.5419591, -112.2020437 33.538396899999995, -112.20230959999999 33.53818846)",transit,1,1,65,1900
10000024,GUS1,10000333,10007474,687.2972367,"LINESTRING (-112.20230959999999 33.53818846, -112.2020437 33.538396899999995, -112.20307890000001 33.53832417500001, -112.20158700000002 33.5382878, -112.20117659999998 33.5382982, -112.20101470000002 33.5383595, -112.1994178 33.5383828, -112.19937820000001 33.53826337)",transit,1,1,65,1900
10000025,GUS1,10007474,10000355,209.2926761,"LINESTRING (-112.19937820000001 33.53826337, -112.1994178 33.5383828, -112.1991438 33.538386800000005, -112.19747350000002 33.538411100000005, -112.1979037 33.53827722)",transit,1,1,65,1900
10000026,GUS1,10000355,10000332,355.229024,"LINESTRING (-112.1979037 33.53827722, -112.19747350000002 33.538411100000005, -112.1972028 33.5384169, -112.19499009999998 33.5384473, -112.19471340000001 33.53835214)",transit,1,1,65,1900
10000027,GUS1,10000332,10000331,668.8567154,"LINESTRING (-112.19471340000001 33.53835214, -112.19499009999998 33.5384473, -112.1928075 33.5384775, -112.1906013 33.53851160000001, -112.1891583 33.5385337, -112.1890939 33.5385346, -112.18884879999999 33.53842175)",transit,1,1,65,1900
10000028,GUS1,10000331,10001477,479.6791118,"LINESTRING (-112.18884879999999 33.53842175, -112.1890939 33.5385346, -112.1878761 33.5385511, -112.187675 33.538554, -112.1871162 33.53856210000001, -112.186208975 33.538567650000005, -112.1861951 33.539256800000004, -112.1860284 33.53948921)",transit,1,1,65,1900
10000029,GUS1,10001477,10000357,291.3539407,"LINESTRING (-112.1860284 33.53948921, -112.1861951 33.539256800000004, -112.1861911 33.539819699999995, -112.1849517 33.5398552, -112.1851655 33.53974758)",transit,1,1,65,1900
10000536,GUS3,10000019,10002139,698.1459353,"LINESTRING (-112.17195600000001 33.552582, -112.1732039 33.5530923, -112.1732577 33.551687, -112.173766 33.5516891, -112.1738009 33.5513224, -112.1745648 33.5511679, -112.17570659999998 33.5509359, -112.1769332 33.5508588, -112.1769303 33.551676, -112.17741129999999 33.55169848)",transit,1,1,65,1900
10000537,GUS3,10002139,10000533,494.3523632,"LINESTRING (-112.17741129999999 33.55169848, -112.1769303 33.551676, -112.1769332 33.5508588, -112.17570659999998 33.5509359, -112.1755838 33.5504848, -112.1775248 33.5503941, -112.1775137 33.5530895, -112.17707759999999 33.55296141)",transit,1,1,65,1900
10000538,GUS3,10000533,10005840,4457.265556,"LINESTRING (-112.17707759999999 33.55296141, -112.1775137 33.5530895, -112.1775506 33.556725, -112.17757659999998 33.560340100000005, -112.17759309999998 33.56177520000001, -112.1776013 33.562473, -112.1776188 33.5638449, -112.17761740000002 33.5645369, -112.1776189 33.5648757, -112.1776206 33.5652205, -112.1776231 33.56559229999999, -112.1776285 33.5663068, -112.1776399 33.5674821, -112.17763 33.5686861, -112.1776196 33.5694135, -112.1776156 33.570136700000006, -112.1776087 33.5708776, -112.1775936 33.5716194, -112.1775934 33.572342, -112.1775798 33.5734415, -112.1775672 33.5747135, -112.1775539 33.5754682, -112.1775433 33.576174, -112.1775354 33.576886, -112.17753229999998 33.5775973, -112.177521 33.578320899999994, -112.1775131 33.579085, -112.177508 33.579853799999995, -112.1775066 33.5806123, -112.1774977 33.581373799999994, -112.1774979 33.5819224, -112.179423 33.5819734, -112.1794852 33.5824261, -112.1780563 33.582461200000004, -112.17793229999998 33.58203205)",transit,1,1,65,1900
10000539,GUS3,10005840,10005841,380.4641659,"LINESTRING (-112.17793229999998 33.58203205, -112.1780563 33.582461200000004, -112.1794852 33.5824261, -112.179423 33.5819734, -112.18181670000001 33.581928500000004, -112.1825345 33.58208334)",transit,1,1,65,1900
10000540,GUS3,10005841,10005842,261.595691,"LINESTRING (-112.1825345 33.58208334, -112.18181670000001 33.581928500000004, -112.1839947 33.582005200000005, -112.18613965 33.581927325, -112.186775 33.58211387)",transit,1,1,65,1900
10000541,GUS3,10005842,10003572,257.1100153,"LINESTRING (-112.186775 33.58211387, -112.18613965 33.581927325, -112.18625559999998 33.5808662, -112.1863668 33.58140149)",transit,1,1,65,1900
10000542,GUS3,10003572,10003541,162.2082908,"LINESTRING (-112.1863668 33.58140149, -112.18625559999998 33.5808662, -112.1861791 33.5783254, -112.1863254 33.5779848)",transit,1,1,65,1900
10000543,GUS3,10003541,10003564,294.2472315,"LINESTRING (-112.1863254 33.5779848, -112.1861791 33.5783254, -112.1862357 33.5747251, -112.1863432 33.57443239)",transit,1,1,65,1900
10000544,GUS3,10003564,10003583,619.1705888,"LINESTRING (-112.1863432 33.57443239, -112.1862357 33.5747251, -112.1862686 33.5729272, -112.18629640000002 33.571643200000004, -112.1863121 33.5699385, -112.18637040000002 33.5692992, -112.1864726 33.56949416)",transit,1,1,65,1900
10000545,GUS3,10003583,10005805,272.1920381,"LINESTRING (-112.1864726 33.56949416, -112.18637040000002 33.5692992, -112.186290525 33.567511475, -112.187 33.567659)",transit,1,1,65,1900
10000546,GUS3,10005805,10005808,785.8406616,"LINESTRING (-112.187 33.567659, -112.186290525 33.567511475, -112.1883133 33.5674625, -112.190619 33.5674075, -112.1914524 33.56751768)",transit,1,1,65,1900
10000547,GUS3,10005808,10005806,1330.311448,"LINESTRING (-112.1914524 33.56751768, -112.190619 33.5674075, -112.1949616 33.5673204, -112.1971735 33.56727720000001, -112.1992803 33.567232399999995, -112.1992714 33.5677466, -112.1984345 33.5677589, -112.1976157 33.5677785, -112.1963383 33.5678031, -112.1955347 33.5678516, -112.1958513 33.56743946)",transit,1,1,65,1900
10000548,GUS3,10005806,10003574,2873.17025,"LINESTRING (-112.1958513 33.56743946, -112.1955347 33.5678516, -112.1963383 33.5678031, -112.1976157 33.5677785, -112.1984345 33.5677589, -112.1992714 33.5677466, -112.1992803 33.567232399999995, -112.1992364 33.5659356, -112.1992146 33.565186100000005, -112.1991631 33.5646906, -112.1989136 33.5636456, -112.1969674 33.563709100000004, -112.1949614 33.5637436, -112.1949534 33.5601631, -112.1949345 33.5574679, -112.194372 33.5574708, -112.1943586 33.5570158, -112.1931329 33.557028100000004, -112.1921722 33.5570401, -112.1916745 33.557047600000004, -112.19166509999998 33.5565973, -112.19058390000002 33.5566219, -112.1870814 33.556696, -112.1862317 33.55670739999999, -112.1863328 33.55643108)",transit,1,1,65,1900
10000549,GUS3,10003574,10006510,606.6202189,"LINESTRING (-112.1863328 33.55643108, -112.1862317 33.55670739999999, -112.1862168 33.554898200000004, -112.186204 33.553078, -112.18571750000001 33.55295022)",transit,1,1,65,1900
10000550,GUS3,10006510,10000534,588.2223648,"LINESTRING (-112.18571750000001 33.55295022, -112.186204 33.553078, -112.184022 33.5530874, -112.1829211 33.5530913, -112.1812413 33.55308360000001, -112.1807499 33.553085100000004, -112.18080320000001 33.55295492)",transit,1,1,65,1900
10000551,GUS3,10000534,10000533,220.8810198,"LINESTRING (-112.18080320000001 33.55295492, -112.1807499 33.553085100000004, -112.1792778 33.553091200000004, -112.178002 33.5530866, -112.1775137 33.5530895, -112.17707759999999 33.55296141)",transit,1,1,65,1900
10000552,GUS3,10000533,10000019,202.6063767,"LINESTRING (-112.17707759999999 33.55296141, -112.1775137 33.5530895, -112.1732039 33.5530923, -112.17195600000001 33.552582)",transit,1,1,65,1900
10000689,GUS2,10007910,10002123,954.9501711,"LINESTRING (-112.15584299999999 33.541503000000006, -112.1557648 33.5421094, -112.1557623 33.5408207, -112.1557516 33.5402831, -112.1558197 33.5398896)",transit,1,1,65,1900
10000690,GUS2,10002123,10005594,799.6658217,"LINESTRING (-112.1558197 33.5398896, -112.1557516 33.5402831, -112.1557532 33.5384463, -112.15452720000002 33.53832589)",transit,1,1,65,1900
10000691,GUS2,10005594,10000353,482.755918,"LINESTRING (-112.15452720000002 33.53832589, -112.1557532 33.5384463, -112.1523097 33.5384425, -112.1522574 33.53831429)",transit,1,1,65,1900
10000692,GUS2,10000353,10003431,179.7319891,"LINESTRING (-112.1522574 33.53831429, -112.1523097 33.5384425, -112.151476 33.538438, -112.15161259999999 33.53772701)",transit,1,1,65,1900
10000693,GUS2,10003431,10003449,824.2409667,"LINESTRING (-112.15161259999999 33.53772701, -112.151476 33.538438, -112.1514805 33.5366311, -112.151481 33.5361806, -112.1514849 33.534816, -112.1513082 33.5348122, -112.1513143 33.5341044, -112.1515903 33.53438663)",transit,1,1,65,1900
10000694,GUS2,10003449,10003441,1761.615391,"LINESTRING (-112.1515903 33.53438663, -112.1513143 33.5341044, -112.15132040000002 33.5333859, -112.1513215 33.5326739, -112.1514908 33.5326739, -112.151495 33.531189399999995, -112.1514991 33.5297235, -112.1513351 33.5297237, -112.1513285 33.5304459, -112.15160259999999 33.53071251)",transit,1,1,65,1900
10000695,GUS2,10003441,10003461,1665.527739,"LINESTRING (-112.15160259999999 33.53071251, -112.1513285 33.5304459, -112.1513351 33.5297237, -112.1514991 33.5297235, -112.1515011 33.529, -112.1515032 33.5282734, -112.15151670000002 33.527557300000005, -112.1516314 33.52722177)",transit,1,1,65,1900
10000696,GUS2,10003461,10003417,965.1128166,"LINESTRING (-112.1516314 33.52722177, -112.15151670000002 33.527557300000005, -112.1515198 33.5268459, -112.1515228 33.5261556, -112.1515284 33.5248298, -112.15153229999999 33.52391915, -112.15167930000001 33.52366811)",transit,1,1,65,1900
10000697,GUS2,10003417,10002124,1053.643748,"LINESTRING (-112.15167930000001 33.52366811, -112.15153229999999 33.52391915, -112.1533405 33.5239168, -112.1557921 33.523925, -112.1562446 33.52392639999999, -112.1566135 33.5239276, -112.1579139 33.523931899999994, -112.1600826 33.5239391, -112.160074 33.524778399999995, -112.15995929999998 33.52454744)",transit,1,1,65,1900
10000698,GUS2,10002124,10002125,2119.724314,"LINESTRING (-112.15995929999998 33.52454744, -112.160074 33.524778399999995, -112.1600608 33.525474800000005, -112.1600593 33.5261851, -112.1600579 33.526891600000006, -112.1600644 33.5275897, -112.1600672 33.5283415, -112.1600669 33.529076, -112.1600645 33.5293997, -112.16435520000002 33.529393199999994, -112.1648023 33.52943026)",transit,1,1,65,1900
10000699,GUS2,10002125,10002126,441.2425047,"LINESTRING (-112.1648023 33.52943026, -112.16435520000002 33.529393199999994, -112.1686608 33.5293691, -112.1682294 33.52943647)",transit,1,1,65,1900
10000700,GUS2,10002126,10002127,1941.652116,"LINESTRING (-112.1682294 33.52943647, -112.1686608 33.5293691, -112.1686589 33.5303696, -112.1686533 33.531236699999994, -112.1713846 33.5312402, -112.1724892 33.5312427, -112.1730528 33.531245299999995, -112.1737163 33.531255, -112.17520220000002 33.531375800000006, -112.1752679 33.5317707, -112.177402 33.5319147, -112.1774396 33.5322087, -112.1774352 33.5331172, -112.17732450000001 33.53279944)",transit,1,1,65,1900
10000701,GUS2,10002127,10002128,436.7296508,"LINESTRING (-112.17732450000001 33.53279944, -112.1774352 33.5331172, -112.17620159999998 33.5331016, -112.1761947 33.53497, -112.1757902 33.53488719)",transit,1,1,65,1900
10000702,GUS2,10002128,10005599,601.7489604,"LINESTRING (-112.1757902 33.53488719, -112.1761947 33.53497, -112.1761928 33.5368024, -112.1761719 33.5385128, -112.17576979999998 33.53861539)",transit,1,1,65,1900
10000703,GUS2,10005599,10002139,3065.269583,"LINESTRING (-112.17576979999998 33.53861539, -112.1761719 33.5385128, -112.1773898 33.5385219, -112.17739070000002 33.5398143, -112.1773888 33.5410142, -112.17738529999998 33.5421642, -112.1774067 33.5431037, -112.1774299 33.544009, -112.177451 33.5449172, -112.1774626 33.5458146, -112.1774953 33.547631800000005, -112.1775081 33.5484959, -112.1775174 33.5493229, -112.1775248 33.5503941, -112.1755838 33.5504848, -112.17570659999998 33.5509359, -112.1769332 33.5508588, -112.1769303 33.551676, -112.17741129999999 33.55169848)",transit,1,1,65,1900
10000704,GUS2,10002139,10000533,494.3523632,"LINESTRING (-112.17741129999999 33.55169848, -112.1769303 33.551676, -112.1769332 33.5508588, -112.17570659999998 33.5509359, -112.1755838 33.5504848, -112.1775248 33.5503941, -112.1775137 33.5530895, -112.17707759999999 33.55296141)",transit,1,1,65,1900
10000705,GUS2,10000533,10000532,202.6117614,"LINESTRING (-112.17707759999999 33.55296141, -112.1775137 33.5530895, -112.1732039 33.5530923, -112.171761 33.55298965)",transit,1,1,65,1900
10000706,GUS2,10000532,10006462,419.7381174,"LINESTRING (-112.171761 33.55298965, -112.1732039 33.5530923, -112.1703162 33.5530911, -112.168881125 33.553096700000005, -112.1684512 33.5530449, -112.168448 33.552744399999995, -112.1688024 33.552738899999994, -112.1690284 33.55269852)",transit,1,1,65,1900
10000707,GUS2,10006462,10006461,853.3559372,"LINESTRING (-112.1690284 33.55269852, -112.1688024 33.552738899999994, -112.168881125 33.553096700000005, -112.16884009999998 33.5519457, -112.1687419 33.5494221, -112.168707 33.5486704, -112.1688186 33.54847036)",transit,1,1,65,1900
10000708,GUS2,10006461,10006460,1455.677291,"LINESTRING (-112.1688186 33.54847036, -112.168707 33.5486704, -112.1686815 33.547936, -112.1686578 33.5472216, -112.1686285 33.5465035, -112.1685933 33.5457549, -112.1686 33.5449878, -112.16869809999999 33.54515128)",transit,1,1,65,1900
10000709,GUS2,10006460,10002129,1015.901603,"LINESTRING (-112.16869809999999 33.54515128, -112.1686 33.5449878, -112.1686041 33.5442869, -112.1686129 33.542114, -112.16438970000002 33.5421334, -112.1649659 33.54206962)",transit,1,1,65,1900
10000710,GUS2,10002129,10007910,1895.352419,"LINESTRING (-112.1649659 33.54206962, -112.16438970000002 33.5421334, -112.1634182 33.5421274, -112.1634399 33.5426381, -112.1600939 33.542692100000004, -112.1600917 33.5424798, -112.1567384 33.5425518, -112.1565626 33.5426278, -112.15576740000002 33.5428608, -112.1557648 33.5421094, -112.15584299999999 33.541503000000006)",transit,1,1,65,1900
10001942,685,10001073,10001060,3190.807908,"LINESTRING (-112.228558 33.478646999999995, -112.2281598 33.4778897, -112.228159 33.4778357, -112.2281585 33.4778001, -112.2291847 33.4778006, -112.2291886 33.4773757, -112.2292206 33.4727538, -112.2378657 33.47257595, -112.2391195 33.4725546, -112.2431822 33.4719219, -112.243642 33.47141980000001, -112.2450965 33.4721096, -112.2465351 33.4724905, -112.2475531 33.4724692, -112.2487124 33.4724621, -112.2508262 33.4724314, -112.2552364 33.4722191, -112.2564679 33.4722386, -112.2576203 33.4722397, -112.2588734 33.4725107, -112.2600097 33.47289919999999, -112.2613746 33.472995000000004, -112.2637689 33.4719642, -112.2642187 33.471425399999994, -112.2647458 33.4700576, -112.2647441 33.4693277, -112.2644894 33.4684804, -112.26446599999998 33.46806911)",transit,1,1,65,1900
10001943,685,10001060,10006321,7526.843201,"LINESTRING (-112.26446599999998 33.46806911, -112.2644894 33.4684804, -112.2659645 33.4683482, -112.2657144 33.4648618, -112.266554 33.4648423, -112.2678257 33.4648891, -112.2692857 33.4648716, -112.2693925 33.4648702, -112.272605625 33.464736775, -112.2738742 33.464796, -112.2748427 33.4647798, -112.2769089 33.4647458, -112.2781366 33.4647228, -112.2787188 33.464715000000005, -112.2790328 33.4647077, -112.27976 33.4646954, -112.2812689 33.464673, -112.2834738 33.464630699999994, -112.2847561 33.4645358, -112.2866486 33.4645016, -112.2898899 33.4644841, -112.2942389 33.4643969, -112.2999752 33.4642409, -112.3015328 33.4642068, -112.3028081 33.4641855, -112.3044418 33.4641641, -112.3053024 33.464212100000005, -112.3056967 33.4642059, -112.3066399 33.46411594999999, -112.3077481 33.4641672, -112.3081624 33.4640955, -112.3121107 33.4640272, -112.3151176 33.463979800000004, -112.3153374 33.4640578, -112.3168118 33.4640848, -112.3188195 33.4641156, -112.3252848 33.4614767, -112.3352356 33.4641854, -112.3379367 33.4643152, -112.3394107 33.4643245, -112.340962225 33.464270299999995, -112.34095217499998 33.4715309, -112.3430263 33.4717972, -112.3427833 33.4722679, -112.3425058 33.4732242, -112.3428265 33.474425, -112.3440399 33.4754675, -112.3455581 33.4760084, -112.3466815 33.4760099, -112.3464635 33.476710700000005, -112.3464444 33.4774577, -112.3464351 33.4782454, -112.34562959999998 33.4782035, -112.34596200000001 33.479374)",transit,1,1,65,1900
10001944,685,10006321,10007042,2771.365899,"LINESTRING (-112.34596200000001 33.479374, -112.34562959999998 33.4782035, -112.3464351 33.4782454, -112.3464444 33.4774577, -112.3464635 33.476710700000005, -112.3466815 33.4760099, -112.3502989 33.4762827, -112.3515482 33.4760705, -112.3527317 33.4751012, -112.3547513 33.4739403, -112.355581 33.4729848, -112.3559297 33.4724141, -112.3567478 33.4718442, -112.35813 33.471618425, -112.3582189 33.4694092, -112.3582179 33.4690193, -112.3582189 33.4673897, -112.358221 33.4656312, -112.358223 33.464400399999995, -112.3582283 33.46243890000001, -112.35817150000001 33.458603749999995, -112.3582885 33.4572676, -112.3582761 33.4552872, -112.3582893 33.452775, -112.3582882 33.4520347, -112.3582864 33.4516274, -112.3583336 33.4498204, -112.3584604 33.44924071)",transit,1,1,65,1900
10001950,685,10007854,10006541,0.425650063,"LINESTRING (-112.71455320000001 32.9475501, -112.7189091 32.94868676)",transit,1,1,65,1900
10001951,685,10006541,10007872,0.901393509,"LINESTRING (-112.7189091 32.94868676, -112.7272508 32.94459875)",transit,1,1,65,1900
10001954,685,10007872,10006541,0.901393509,"LINESTRING (-112.7272508 32.94459875, -112.7189091 32.94868676)",transit,1,1,65,1900
10001955,685,10006541,10007854,0.425650063,"LINESTRING (-112.7189091 32.94868676, -112.71455320000001 32.9475501)",transit,1,1,65,1900
10001961,685,10001883,10006321,3.423832921,"LINESTRING (-112.35812299999999 33.450302, -112.34596200000001 33.479374)",transit,1,1,65,1900
10001962,685,10006321,10001059,7.650253009,"LINESTRING (-112.34596200000001 33.479374, -112.26446200000001 33.46879405)",transit,1,1,65,1900
10001963,685,10001059,10000869,3.488422961,"LINESTRING (-112.26446200000001 33.46879405, -112.228816 33.4788)",transit,1,1,65,1900
10002120,RAIL,10007895,10007288,1.23851282,"LINESTRING (-111.974719 33.446975, -111.987991 33.448169)",transit,1,1,65,1900
10002121,RAIL,10007288,10007286,1.103354008,"LINESTRING (-111.987991 33.448169, -111.99988300000001 33.448107)",transit,1,1,65,1900
10002122,RAIL,10007286,10007285,2.732649952,"LINESTRING (-111.99988300000001 33.448107, -112.02933600000001 33.448199)",transit,1,1,65,1900
10002123,RAIL,10007285,10007282,2.584838818,"LINESTRING (-112.02933600000001 33.448199, -112.05719599999999 33.448256)",transit,1,1,65,1900
10002124,RAIL,10007282,10007287,1.249418295,"LINESTRING (-112.05719599999999 33.448256, -112.07066200000001 33.44836)",transit,1,1,65,1900
10002125,RAIL,10007287,10007311,0.311713056,"LINESTRING (-112.07066200000001 33.44836, -112.073922 33.449038)",transit,1,1,65,1900
10002126,RAIL,10007311,10007309,0.328833554,"LINESTRING (-112.073922 33.449038, -112.07396999999999 33.451995000000004)",transit,1,1,65,1900
10002127,RAIL,10007309,10007304,0.821427984,"LINESTRING (-112.07396999999999 33.451995000000004, -112.073893 33.459382)",transit,1,1,65,1900
10002128,RAIL,10007304,10007298,0.592266142,"LINESTRING (-112.073893 33.459382, -112.07381699999999 33.464708)",transit,1,1,65,1900
10002129,RAIL,10007298,10007294,0.994861164,"LINESTRING (-112.07381699999999 33.464708, -112.073811 33.473655)",transit,1,1,65,1900
10002130,RAIL,10007294,10007307,0.840530638,"LINESTRING (-112.073811 33.473655, -112.073771 33.481214)",transit,1,1,65,1900
10002131,RAIL,10007307,10007301,0.626591819,"LINESTRING (-112.073771 33.481214, -112.073806 33.486849)",transit,1,1,65,1900
10002132,RAIL,10007301,10007296,0.989524908,"LINESTRING (-112.073806 33.486849, -112.07378899999999 33.495748)",transit,1,1,65,1900
10002133,RAIL,10007296,10007290,0.627695916,"LINESTRING (-112.07378899999999 33.495748, -112.07378 33.501393)",transit,1,1,65,1900
10002134,RAIL,10007290,10007292,0.824508059,"LINESTRING (-112.07378 33.501393, -112.07526399999999 33.508703999999994)",transit,1,1,65,1900
10002135,RAIL,10007292,10007289,0.750812975,"LINESTRING (-112.07526399999999 33.508703999999994, -112.08333 33.509305)",transit,1,1,65,1900
